customerid,churn_probability,actual_churn,tenure,contract,internetservice,monthlycharges,paymentmethod,risk_tier,intervention
4355-HBJHH,0.09008953746636937,1,67,Two year,DSL,79.7,Electronic check,Low Risk,Monthly newsletter — standard engagement
7471-MQPOS,0.09000128228844545,0,71,One year,DSL,72.9,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2335-GSODA,0.08996246478410229,0,23,Two year,DSL,40.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
9053-JZFKV,0.08993111267171981,1,67,Two year,Fiber optic,116.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6990-YNRIO,0.08990541215274352,1,65,Two year,Fiber optic,108.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5840-NVDCG,0.08966367698231281,0,16,Two year,DSL,68.25,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1776-SPBWV,0.08961981414591852,0,34,One year,No,20.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7247-XOZPB,0.08955724744144908,0,53,One year,DSL,77.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4376-KFVRS,0.08945290062796944,0,72,Two year,Fiber optic,114.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1139-WUOAH,0.0894397881346915,0,57,Two year,DSL,53.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8745-PVESG,0.08942146023002512,0,57,One year,DSL,41.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6691-CCIHA,0.08937892501599362,0,62,Two year,DSL,84.95,Electronic check,Low Risk,Monthly newsletter — standard engagement
9680-NIAUV,0.08936156227902899,0,72,Two year,Fiber optic,109.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5063-IUOKK,0.08932311468753613,0,13,Two year,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
8314-HTWVE,0.08927164095512427,0,7,Two year,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
2904-GGUAZ,0.08921798923595636,0,72,Two year,Fiber optic,84.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6518-KZXCB,0.08916362997588,0,22,Two year,No,25.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
1245-HARPS,0.08912314743665216,0,14,Two year,No,20.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
8480-PPONV,0.08907689085807038,0,62,Two year,Fiber optic,115.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6693-DJWTY,0.08906764454096773,0,35,One year,DSL,55.6,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3892-NXAZG,0.08901290298139769,0,72,Two year,Fiber optic,114.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5512-IDZEI,0.08896885316139741,0,46,One year,No,24.9,Electronic check,Low Risk,Monthly newsletter — standard engagement
4702-HDRKD,0.08896134754297744,0,67,One year,DSL,49.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9802-CAQUT,0.08894640380531736,0,72,Two year,Fiber optic,109.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1354-YZFNB,0.08886697265592142,0,4,Two year,No,19.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6556-DBKZF,0.08879333215774843,0,71,Two year,Fiber optic,76.05,Electronic check,Low Risk,Monthly newsletter — standard engagement
5014-GSOUQ,0.08878390486499808,0,13,Two year,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
1936-UAFEH,0.0887198795377665,0,68,Two year,Fiber optic,110.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2005-DWQZJ,0.08846853539426303,0,8,Two year,No,19.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
6754-LZUKA,0.08834795356394802,0,61,Two year,DSL,80.9,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6007-TCTST,0.08833481245282603,0,72,Two year,Fiber optic,115.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4950-HKQTE,0.08828850243644504,0,22,Two year,No,26.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
9225-BZLNZ,0.08818225343222148,0,72,Two year,DSL,85.25,Electronic check,Low Risk,Monthly newsletter — standard engagement
0266-GMEAO,0.0881524965592907,0,72,Two year,Fiber optic,114.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9018-PCIOK,0.08810806879936893,0,55,Two year,DSL,64.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
9127-QRZMH,0.08805766043704603,0,44,One year,DSL,59.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1352-HNSAW,0.08794892548382487,0,72,Two year,Fiber optic,115.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7109-CQYUZ,0.08792853832250605,0,52,Two year,DSL,89.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
6261-RCVNS,0.08792036516627659,1,42,One year,DSL,73.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7929-SKFGK,0.08791482133851307,0,70,Two year,Fiber optic,114.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6122-EFVKN,0.0879024808289692,0,24,Two year,DSL,35.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
9178-JHUVJ,0.08772712936367187,0,24,Two year,No,24.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5232-NXPAY,0.08763818064565196,0,47,Two year,DSL,74.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
4994-OBRSZ,0.08758436548056203,0,14,Two year,DSL,76.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7639-LIAYI,0.08755709474430129,0,52,Two year,DSL,79.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4877-TSOFF,0.0875282538691579,0,55,One year,DSL,75.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2999-AANRQ,0.0874976108370048,0,21,Two year,DSL,71.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2361-UPSND,0.08743634436508955,0,46,One year,DSL,70.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
6195-MELTI,0.08739445612685046,0,57,One year,DSL,54.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
7110-BDTWG,0.08723931750961858,0,71,Two year,DSL,47.05,Electronic check,Low Risk,Monthly newsletter — standard engagement
2819-GWENI,0.08723859566670636,0,28,One year,No,19.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
4114-QMKVN,0.08720287096263425,0,56,One year,DSL,68.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1982-FEBTD,0.08720037903940447,0,23,Two year,No,25.6,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0248-PGHBZ,0.08719459024916094,0,67,Two year,Fiber optic,92.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1488-PBLJN,0.08710058184408132,0,72,Two year,Fiber optic,116.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2229-DPMBI,0.08707603889029812,0,8,Two year,No,19.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
3258-ZKPAI,0.08705598100131927,0,72,Two year,Fiber optic,116.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9063-ZGTUY,0.08705366298112824,1,61,Month-to-month,No,19.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
0675-NCDYU,0.08685423994927122,0,72,Two year,Fiber optic,116.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1093-YSWCA,0.08681997841232997,0,11,Two year,No,19.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1206-EHBDD,0.08681961278034336,0,56,Two year,Fiber optic,80.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4304-XUMGI,0.08681232512885512,0,50,Two year,DSL,75.15,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0835-DUUIQ,0.0866525441692767,0,24,One year,No,21.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3812-LRZIR,0.086577390960007,0,27,Two year,No,24.5,Electronic check,Low Risk,Monthly newsletter — standard engagement
1032-MAELW,0.08649170973261838,0,68,One year,DSL,78.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
8819-WFGGJ,0.08644421362517521,0,68,Two year,DSL,54.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5906-DVAPM,0.08640154983894684,0,55,One year,DSL,75.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0224-NIJLP,0.08639019717210976,0,8,Two year,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
0017-IUDMW,0.08618200967039168,0,72,Two year,Fiber optic,116.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5647-URDKA,0.08615608640148374,0,8,Two year,No,19.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
0104-PPXDV,0.08589472691639609,0,58,One year,DSL,50.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3810-DVDQQ,0.08582509715442321,0,72,Two year,Fiber optic,117.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6810-VCAEX,0.08575269875834496,0,47,One year,DSL,39.65,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2277-AXSDC,0.08564951814163009,0,32,One year,No,19.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6736-DHUQI,0.08564106463055661,0,67,One year,Fiber optic,84.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8809-XKHMD,0.08561638258158218,0,72,Two year,Fiber optic,100.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6374-NTQLP,0.08560598078139477,0,72,Two year,Fiber optic,104.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4565-EVZMJ,0.08551016486032653,0,47,One year,DSL,58.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
5313-FPXWG,0.0854326512278011,0,51,One year,No,24.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7663-YJHSN,0.08540589924385214,0,72,Two year,Fiber optic,103.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7569-NMZYQ,0.0853604750389403,0,72,Two year,Fiber optic,118.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7173-TETGO,0.08527057570204379,0,72,Two year,Fiber optic,78.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4648-YPBTM,0.08523330121526913,0,53,Two year,DSL,73.9,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9570-KYEUA,0.08502985296964342,0,64,Two year,Fiber optic,99.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2789-CZANW,0.0849883353084585,0,64,Two year,Fiber optic,110.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9824-QCJPK,0.0849182714237977,0,36,One year,No,20.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
6522-OIQSX,0.08489353154657592,0,69,Two year,DSL,54.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5918-VUKWP,0.08489213234782009,0,32,One year,No,20.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3352-RICWQ,0.08482862572019623,0,9,Two year,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
8466-PZBLH,0.08477288045217925,0,67,Two year,Fiber optic,104.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9424-CMPOG,0.08475121910906314,0,9,Two year,No,19.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
4452-ROHMO,0.08474081762201795,0,15,Two year,No,19.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
0083-PIVIK,0.08459861451706595,0,64,One year,DSL,81.25,Electronic check,Low Risk,Monthly newsletter — standard engagement
8908-SLFCJ,0.08457874893727185,0,21,Two year,No,20.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5716-EZXZN,0.08457619718004825,0,65,Two year,Fiber optic,99.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8512-WIWYV,0.08449196319999999,0,32,One year,No,20.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9224-VTYID,0.08443223803464736,0,47,Two year,DSL,90.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
5781-BKHOP,0.08439035708907479,0,72,Two year,Fiber optic,100.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1063-DHQJF,0.08438863092582202,0,69,Two year,Fiber optic,92.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
0378-CJKPV,0.08424410632982864,0,72,Two year,Fiber optic,112.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1092-WPIVQ,0.08402109364181616,0,18,Two year,No,25.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
9509-MPYOD,0.08384146157676299,0,35,One year,No,20.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
5057-RKGLH,0.08378147512658488,0,9,Two year,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
9880-TDQAC,0.083770871272611,0,72,Two year,DSL,60.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
5696-CEIQJ,0.08375833704882528,0,67,Two year,Fiber optic,103.15,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1293-HHSHJ,0.08363964508077697,0,35,One year,No,21.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
3887-PBQAO,0.08345815652983876,0,45,One year,No,25.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3392-EHMNK,0.08315722041682538,0,67,Two year,Fiber optic,94.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5627-TVBPP,0.08292573068528487,0,35,One year,No,20.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2405-LBMUW,0.08266681469066538,0,61,One year,DSL,50.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1194-BHJYC,0.08261487407691658,0,61,Two year,DSL,62.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
0906-QVPMS,0.08259279667569314,0,72,Two year,Fiber optic,115.15,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7359-WWYJV,0.08254511489644399,0,72,Two year,Fiber optic,114.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9251-WNSOD,0.08245369997319339,0,67,One year,DSL,75.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
0979-MOZQI,0.08236815729730085,0,62,Two year,DSL,39.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3486-NPGST,0.08230882197195646,0,36,One year,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
3458-IDMFK,0.08229209327700297,0,25,Two year,No,20.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
8659-IOOPU,0.08228254737568136,0,71,Two year,Fiber optic,100.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
0536-ESJEP,0.08221064342369933,0,54,Two year,DSL,74.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8958-JPTRR,0.08213780845844872,0,56,One year,No,24.3,Electronic check,Low Risk,Monthly newsletter — standard engagement
4322-RCYMT,0.08197891270457036,1,68,One year,DSL,75.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6161-ERDGD,0.08185375158542074,0,71,One year,DSL,85.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
5055-BRMNE,0.08182505047825682,0,67,Two year,Fiber optic,106.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8097-OMULG,0.08181256789400067,0,59,One year,DSL,76.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4962-CHQPW,0.08175000014157735,0,29,One year,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
3174-AKMAS,0.08174865899682643,0,46,Two year,DSL,64.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1494-EJZDW,0.08173437950873069,0,10,Two year,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
4835-YSJMR,0.0816429268763193,0,39,Two year,DSL,49.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7670-ZBPOQ,0.08151160919398538,0,58,One year,DSL,61.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7277-KAMWT,0.08147707773020589,0,13,Two year,No,20.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9227-UAQFT,0.08143437516581713,0,16,Two year,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
3129-AAQOU,0.08134671310848952,0,19,Two year,No,25.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
8670-ERCJH,0.08125844566338722,0,72,Two year,Fiber optic,113.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0334-ZFJSR,0.08102991082632793,0,55,One year,DSL,66.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2541-YGPKE,0.08100505896137264,0,42,One year,DSL,63.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8513-OLYGY,0.08095564305798636,0,72,Two year,Fiber optic,115.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7945-HLKEA,0.08080652473904266,0,60,One year,DSL,64.75,Electronic check,Low Risk,Monthly newsletter — standard engagement
7337-CINUD,0.0804527538198035,0,8,Two year,No,19.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9995-HOTOH,0.08040885187287866,0,63,Two year,DSL,59.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
4056-QHXHZ,0.08038515209434931,0,72,Two year,Fiber optic,107.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
4227-OJHAL,0.08023429723542569,0,68,One year,DSL,73.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6064-ZATLR,0.0801392718255789,0,27,Two year,DSL,52.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3266-FTKHB,0.0801253572948446,0,17,Two year,No,19.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
3525-DVKFN,0.07999200263775799,0,17,Two year,No,19.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
9530-GRMJG,0.0798579128692431,0,70,Two year,DSL,84.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
8869-TORSS,0.07985539271105008,1,48,One year,DSL,60.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5129-HHMZC,0.07985002080374683,0,43,Two year,DSL,86.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4891-NLUBA,0.07980811746937472,0,61,Two year,DSL,61.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5574-NXZIU,0.07973564856448402,0,63,Two year,Fiber optic,109.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0486-LGCCH,0.07967295295124888,0,11,Two year,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
1328-EUZHC,0.07960982737380858,0,18,Two year,No,20.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
0191-EQUUH,0.07955750333187223,0,25,Two year,DSL,35.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0164-XAIRP,0.07954147518249877,0,24,Two year,No,19.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6901-GOGZG,0.07952632430813814,0,60,Two year,DSL,84.95,Electronic check,Low Risk,Monthly newsletter — standard engagement
5849-ASHZJ,0.07935768580596084,0,27,One year,No,20.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9670-BPNXF,0.07927367618007988,0,45,One year,DSL,62.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9581-GVBXT,0.07926878909067707,0,59,One year,DSL,34.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
8454-AATJP,0.07914008722324559,0,72,Two year,Fiber optic,115.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8782-NUUOL,0.07903748349832061,0,60,One year,DSL,79.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
3721-WKIIL,0.07896969458204206,0,27,Two year,No,19.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
6609-MXJHJ,0.07890021763373731,0,30,Two year,No,25.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
4597-ELFTS,0.07888650417851222,1,56,One year,No,24.9,Electronic check,Low Risk,Monthly newsletter — standard engagement
8148-WOCMK,0.07880142387307074,0,8,Two year,No,19.6,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2632-IVXVF,0.07876037180991378,0,68,Two year,Fiber optic,111.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4872-VXRIL,0.07868808057532864,0,56,One year,DSL,64.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2516-XSJKX,0.07857670056154807,0,41,Two year,DSL,78.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
2192-CKRLV,0.07848675671766615,0,72,Two year,DSL,49.2,Electronic check,Low Risk,Monthly newsletter — standard engagement
6898-RBTLU,0.07841809650658546,0,49,Two year,DSL,79.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7190-XHTWJ,0.07831453124726341,0,38,One year,No,19.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
0945-TSONX,0.07827718202717616,0,47,Two year,DSL,85.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6546-OPBBH,0.07815055041544187,0,51,One year,No,23.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
7322-OCWHC,0.07807312016215655,0,72,Two year,Fiber optic,93.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3021-VLNRJ,0.07802057771595923,0,50,One year,DSL,70.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0916-KNFAJ,0.07791267438117366,0,61,Two year,DSL,69.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
8884-FEEWR,0.07789483634999819,0,35,One year,No,20.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4980-URKXC,0.07783066614636583,0,36,One year,No,20.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1023-BQXZE,0.0778264725037975,0,57,Two year,DSL,74.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5442-PPTJY,0.07747916329874645,0,12,Two year,No,19.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
0902-RFHOF,0.0773645548526416,0,38,One year,No,20.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
4560-WQAQW,0.07725335053176897,0,59,One year,DSL,68.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5380-XPJNZ,0.07720495229721366,0,38,One year,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
6013-BHCAW,0.07698430818217537,0,61,Two year,DSL,81.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0559-CKHUS,0.07674747127405805,0,29,Two year,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
3908-MKIMJ,0.07673519257089091,0,68,Two year,DSL,41.95,Electronic check,Low Risk,Monthly newsletter — standard engagement
1535-VTJOQ,0.07662448491934266,0,24,Two year,No,25.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7061-OVMIM,0.07657432144255258,0,30,One year,No,19.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3841-NFECX,0.07631414848571742,0,71,Two year,Fiber optic,96.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0181-RITDD,0.0761803960767625,0,62,Two year,Fiber optic,108.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
2091-GPPIQ,0.07609903745598837,0,72,Two year,DSL,78.95,Electronic check,Low Risk,Monthly newsletter — standard engagement
6549-BTYPG,0.07602053389270884,0,60,Two year,DSL,60.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8871-JLMHM,0.07600633998572269,0,68,Two year,Fiber optic,90.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9717-IOAAF,0.07571408145746539,0,27,Two year,No,25.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7469-LKBCI,0.07566577290028043,0,16,Two year,No,18.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8515-OCTJS,0.0755169382461032,1,25,Two year,No,24.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1755-FZQEC,0.07549568998493071,0,39,One year,No,19.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
0731-EBJQB,0.07539366648666108,0,52,One year,No,20.4,Electronic check,Low Risk,Monthly newsletter — standard engagement
1265-HVPZB,0.07530506953450497,0,59,One year,DSL,66.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6166-YIPFO,0.07527808095222599,0,72,Two year,DSL,64.7,Electronic check,Low Risk,Monthly newsletter — standard engagement
0757-WCUUZ,0.07525327472040479,0,54,Two year,DSL,63.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0854-UYHZD,0.0752232404715574,0,13,Two year,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
3653-NCRDJ,0.07518444177568845,0,43,One year,No,19.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
0743-HNPFG,0.07512305517834084,0,51,One year,DSL,69.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7138-GIRSH,0.07507146415557338,0,50,Two year,DSL,69.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7779-ORAEL,0.07496819196314325,0,45,Two year,DSL,75.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1403-LKLIK,0.07491324651128534,0,33,One year,No,20.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
6563-VRERX,0.07491000539552894,0,33,One year,No,20.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
5583-EJXRD,0.07490850120863533,0,44,Two year,DSL,54.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3865-ZFZIB,0.07485010449834113,0,19,Two year,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
1960-UOTYM,0.07474675164896523,0,52,Two year,DSL,79.2,Electronic check,Low Risk,Monthly newsletter — standard engagement
6814-ZPWFQ,0.07464734900946453,0,51,One year,No,25.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2057-BOYKM,0.07458567409505676,0,72,Two year,Fiber optic,96.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3389-KTRXV,0.0743367129409599,0,23,Two year,No,23.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
8143-ETQTI,0.07428382877090606,0,23,Two year,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
8606-OEGQZ,0.07420023444582527,0,18,Two year,No,25.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4999-IEZLT,0.07409307766781208,0,66,One year,DSL,29.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1843-TLSGD,0.0739833599903069,0,13,Two year,No,20.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
3655-SNQYZ,0.07396054015963463,0,69,Two year,Fiber optic,113.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2088-IEBAU,0.07385531263934993,0,68,Two year,DSL,88.15,Electronic check,Low Risk,Monthly newsletter — standard engagement
4039-PIMHX,0.07385194621344146,0,49,Two year,DSL,49.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
9926-PJHDQ,0.07367544958381438,0,72,Two year,DSL,76.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1642-HMARX,0.07347857727292773,0,68,Two year,DSL,91.7,Electronic check,Low Risk,Monthly newsletter — standard engagement
